short_name,long_name,age,potential,
L. López,Leonel López,25,71,
F. Grillo,Fausto Grillo,26,71,
M. Devlin,Mikey Devlin,25,71,
A. Polo,Andy Polo,24,71,
M. Pinato,Marco Pinato,24,71,
A. Bono,Alexander Bono,25,71,
M. Poletanović,Marko Poletanović,25,71,
An Hyeon Beom,안현범 安铉范,24,71,
F. Bambock,Franck-Yves Bambock,24,71,
S. Marinović,Stefan Marinović,27,71,
S. Al Ghannam,Sultan Abdullah Al Ghannam,25,71,
Gu Sung Yun,구성윤 具圣润,25,71,
G. Rolando,Gabriele Rolando,24,71,
J. Nyholm,Jesper Nyholm,25,71,
Z. Arsenić,Zoran Arsenić,25,71,
T. Müller,Tobias Müller,24,71,
J. Billong,Jean-Claude Billong,25,71,
F. Pierrot,Frantzdy Pierrot,24,71,
Leandro Vilela,Leandro Vilela Sales Teixeira,24,71,
Pablo Trigueros,Pablo Trigueros Estrada,26,71,
T. Flanagan,Tom Flanagan,27,70,
J. Stockley,Jayden Stockley,25,70,
L. Castaignos,Luc Castaignos,26,70,
K. Barmen,Kristoffer Barmen,25,70,
J. Knudsen,Jonas Knudsen,26,70,
M. Potzmann,Marvin Potzmann,25,70,
J. Lundstram,John Lundstram,25,70,
G. Moncur,George Moncur,25,70,
M. Haïdara,Massadio Haïdara,26,70,
C. Aneke,Chukwuemeka Ademola Amachi Aneke,25,70,
V. Hladký,Václav Hladký,28,70,
Li Ke,李可,26,70,
R. Hall,Rob Hall,25,70,
R. McKenzie,Rory  McKenzie,25,70,
S. Parker,Shawn Parker,26,70,
D. McGeouch,Dylan McGeouch,26,70,
L. Zima,Lukáš Zima,25,70,
M. Chiosa,Marco Chiosa,25,70,
R. Meara,Ryan Meara,28,70,
M. Belyaev,Maxim Belyaev,27,70,
R. Pröpper,Robin Pröpper,25,70,
K. Pusch,Kolja Pusch,26,70,
F. Holst,Frederik Holst,24,70,
Luis Valcarce,Luis Valcarce Vidal,26,70,
L. Bertone,Leonardo Bertone,25,70,
E. Ba,El-Hadji Ba,26,70,
Jefferson,Jefferson Nogueira Junior,25,70,
S. Lundholm,Sam Lundholm,25,70,
Lucas,Lucas Alves de Araujo,26,70,
N. Poulsen,Nicolai Poulsen,25,70,
C. Robles,Carlos Julio Robles Rocha,27,70,
J. Zuluaga,Juan Pablo Zuluaga Estrada,26,70,
N. Palacios,Nicolás Palacios Vidal,27,70,
S. Moyano,Sebastián Moyano,28,70,
L. Melano,Lucas Melano,26,70,
D. Watmore,Duncan Watmore,25,70,
S. Mrowca,Sebastian Mrowca,25,70,
Raphael Silva,Raphael da Silva Arruda,27,70,
M. Pavelic,Mario Pavelic,25,70,
D. Mendoza,Diego Mendoza,26,70,
A. Al Sulayhim,Abdulmajeed Al Sulayhim,25,70,
E. Arango,Estéfano Arango González,25,70,
J. Kayembe,Joris Kayembe,24,70,
Pablo Pérez,Pablo Pérez Rodríguez,25,70,
J. Salas,Javier Alván Salas Salazar,25,70,
A. Ba,Abdoul Ba,25,70,
M. Dittgen,Maximilian Dittgen,24,70,
A. Arregui,Adrián Arregui,26,70,
F. Alashe,Fatai Alashe,25,70,
M. Polster,Matt Polster,26,70,
R. Mazáň,Róbert Mazáň,25,70,
A. Kanté,Aboubakary Kanté,24,70,
B. Niňaj,Branislav Niňaj,25,70,
C. Tabó,Christian Alejandro Tabó Hornos,25,70,
V. Rodić,Vladimir Rodić,25,70,
S. Rapp,Simone Rapp,26,70,
M. Pučko,Matej Pučko,25,70,
R. Harakawa,原川 力,25,70,
A. Fukumori,福森 晃斗,26,70,
N. Solís,Nazareno Damián Solís,25,70,
V. Ramis,Victorio Gabriel Ramis,24,70,
J. Aja,José Manuel Aja Livchich,26,70,
M. Cabit,Manuel Cabit,26,70,
J. Noy,Joaquín Noy,26,70,
M. Saadane,Marwane Saadane,27,70,
S. Richey,Spencer Richey,27,70,
F. Rogic,Filip Rogic,26,70,
D. Schmidt,シュミット・ダニエル,27,70,
B. De Alba,Brayner Jesús De Alba Castro,26,70,
T. Schwede,Tobias Schwede,25,70,
H. Akbunar,Halil Akbunar,25,70,
F. Bechtholdt,Franco Bechtholdt,25,70,
S. Ngom,Santy Ngom,26,70,
T. Hájek,Tomáš Hájek,27,70,
Luis Mago,Luis Del Pino,24,70,
P. Álvarez,Patricio Álvarez,25,70,
F. Makaringe,Fortune Makaringe,26,70,
Carlos Bravo,Carlos Bravo Expósito,26,70,
M. Rosafio,Marco Rosafio,25,70,
Z. Naidji,Zakaria Naidji,24,70,
Rubén Lobato,Rubén Lobato Cabal,25,70,
S. Wangberg,Simen Søraunet Wangberg,28,69,
D. Gissi,Dylan Gissi,28,69,
P. Downing,Paul Downing,27,69,
T. Coremans,Tim Coremans,28,69,
J. Shaughnessy,Joe Shaughnessy,26,69,
N. Larsen,Nicolai Larsen,28,69,
J. Lowe,Jason Lowe,27,69,
J. Clarke-Harris,Jonson Clarke-Harris,24,69,
P. McEleney,Patrick McEleney,26,69,
N. Dussenne,Noë Dussenne,27,69,
R. Teibert,Russell Teibert,26,69,
J. Jønsson,Jens Jønsson,26,69,
G. Hall,Grant Hall,27,69,
K. Vollmann,Korbinian Vollmann,25,69,
Cristiano,Cristiano Pereira Figueiredo,28,69,
M. Ihiekwe,Michael Ihiekwe,26,69,
M. Rutten,Moreno Rutten,26,69,
P. Hofmann,Philipp Hofmann,26,69,
A. Youga,Amos Youga,26,69,
H. Sacko,Hadi Sacko,25,69,
F. Tardieu,Florian Tardieu,27,69,
Y. Musavu-King,Yroundu Musavu-King,27,69,
D. Gallagher,Declan Gallagher,28,69,
Renato,Renato Augusto Santos Júnior,26,69,
B. Godeau,Bruno Godeau,27,69,
K. Kamiński,Krzysztof Kamiński,28,69,
T. Ebner,Thomas Ebner,27,69,
G. Güvenç,Günay Güvenç,27,69,
S. Rincón,Sebastián Rincón Lucumí,25,69,
F. Forte,Francesco Forte,26,69,
V. Soto,Víctor Hugo Soto Azcárate,29,69,
E. Boateng,Emmanuel Boateng,25,69,
P. Sotiriou,Pieros Sotiriou,26,69,
A. Castro,Alex Castro,25,69,
M. Engels,Mario Engels,25,69,
M. Rayhi,Mohamed Rayhi,25,69,
N. Besler,Nick Besler,26,69,
D. Melnjak,Dario Melnjak,26,69,
P. Eze,Patrick Friday Eze,26,69,
B. Smeets,Bryan Smeets,26,69,
A. Desmas,Arthur Desmas,25,69,
R. Yamanaka,山中 亮輔,26,69,
S. Camara,Samba Camara,26,69,
A. Mehremić,Adi Mehremić,27,69,
Renê Santos,Renê Ferreira dos Santos,27,69,
O. Thioune,Ousseynou Thioune,25,69,
J. Nation,Jonatan Tollås Nation,29,68,
M. Dreyer,Matthieu Dreyer,30,68,
L. De Bock,Laurens De Bock,26,68,
M. Smith,Michael Smith,27,68,
T. Aldred,Tom Aldred,28,68,
R. Pillot,Rémi Pillot,28,68,
G. Nauber,Gerrit Nauber,27,68,
C. Shields,Chris Shields,28,68,
T. Børven,Torgeir Børven,27,68,
M. Delač,Matej Delač,26,68,
J. Zoua,Jacques Zoua Daogari,27,68,
S. Pettinari,Stefano Pettinari,27,68,
R. Aya,Ramzi Aya,28,68,
J. Cools,Jens Cools,28,68,
S. Gallucci,Santiago Alejandro Gallucci Otero,28,68,
T. Leugers,Thilo Leugers,28,68,
N. Marsman,Nick Marsman,28,68,
M. Deplagne,Mathieu Deplagne,27,68,
R. Laursen,Ryan Johnson Laursen,27,68,
J. Flanagan,Jon Flanagan,26,68,
E. Zavaleta,Eriq  Zavaleta,26,68,
K. Løkberg,Kristoffer  Løkberg,27,68,
Leandro,Weverson Leandro Oliveira Moura,26,68,
P. Steinhart,Phillipp Steinhart,26,68,
I. Lanni,Ivan Lanni,29,68,
G. Edwards,Gwion Edwards,26,68,
A. Lazaar,Achraf Lazaar,27,68,
Juan Cruz,Álvaro Juan Cruz Armada,26,68,
C. Ramírez,Cándido Ramírez,26,68,
D. Fällman,David Fällman,29,68,
T. Pettersson,Tom Pettersson,29,68,
F. Al Qarni,Fawaz Al Qarni,27,68,
P. van Ooijen,Peter van Ooijen,27,68,
M. Boyle,Martin Boyle,26,68,
M. Endres,Marc Endres,28,68,
U. Taffertshofer,Ulrich Taffertshofer,27,68,
R. Vanegas,Ray Andrés Vanegas Zúñiga,26,68,
M. Catalán,Matías Catalán,26,68,
Y. Boé-Kane,Yann Boé-Kane,28,68,
C. Washington,Conor Washington,27,68,
S. Gbohouo,Sylvain Gbohouo,30,68,
D. Torres,Diego Torres,26,68,
Sebas Coris,Sebastián Coris Cardeñosa,26,68,
Song Seung Min,송승민 宋晟敏,27,68,
B. Sweat,Ben Sweat,27,68,
J. Pereira,Juan Carlos Pereira,26,68,
P. Gladon,Paul Gladon,27,68,
T. Bingöl,Tayfur Bingöl,26,68,
A. Rodríguez,Arley José Rodríguez Henry,26,68,
M. Ajani,Marvin Ajani,25,68,
Luís Machado,Luís Miguel Vieira Babo Machado,26,68,
Álvaro Traver,Álvaro Traver Navarrete,26,68,
M. Roman,Mihai Roman,27,68,
Borja Domínguez,Borja Domínguez Domínguez,27,68,
Y. Nakano,中野 嘉大,26,68,
M. Kvesić,Mario Kvesić,27,68,
A. Delamea,Antonio Mlinar Delamea,28,68,
F. Obilor,Faith Friday Obilor,28,68,
M. Farrona Pulido,Manuel Farrona Pulido,26,68,
P. Zulu,Philani Zulu,26,68,
F. Valot,Florian Valot,26,68,
M. Miers,Marcos Miers,29,68,
M. Zeghba,Moustapha Zeghba,28,68,
S. Ishizaki,Stefan Daisuke Ishizaki,37,67,
M. Marić,Mijat Marić,35,67,
L. Camp,Lee Camp,34,67,
C. Grindheim,Christian Grindheim,35,67,
M. Wölfli,Marco Wölfli,36,67,
D. Perquis,Damien Perquis,33,67,
I. Henderson,Ian Henderson,34,67,
A. Durak,Abdullah Durak,32,67,
R. Clark,Ricardo  Clark,36,67,
J. Gjasula,Jürgen Gjasula,33,67,
B. Jones,Billy Jones,32,67,
D. Gerken,Dean Gerken,34,67,
J. Buxton,Jake Buxton,34,67,
R. Wallace,Ross Wallace,34,67,
F. Cubero,Fabián Alberto Cubero,40,67,
E. Bologna,Enrique Alberto Bologna Gómez,37,67,
F. Öztorun,Ferhat Öztorun,32,67,
S. Özkan,Serdar Özkan,32,67,
Juande,Juan de Dios Prados López,32,67,
David Barral,David Barral Torres,36,67,
Iñaki Astiz,Iñaki Astiz Ventura,35,67,
A. Cristea,Andrei Cristea,35,67,
D. Murphy,Daryl Murphy,36,67,
M. Halsti,Markus Halsti,35,67,
J. Coppinger,James Coppinger,38,67,
P. Netzer,Philipp Netzer,33,67,
J. Samuelsen,Jone Samuelsen,34,67,
Felipe Saad,Felipe  Patavino Saad,35,67,
S. De Petter,Steven De Petter,33,67,
S. McDonald,Scott  McDonald,35,67,
R. Wood,Richard Wood,33,67,
P. Álvarez,Pablo Sebastián  Valeira Álvarez,35,67,
F. Evacuo,Felice Evacuo,36,67,
G. Munari,Gianni Munari,36,67,
G. Rodríguez,Carlos Gerardo Rodríguez Serrano,34,67,
E. Hoffer,Erwin Hoffer,32,67,
Abraham González,Abraham González Casanova,33,67,
L. Pagliarulo,Luca Pagliarulo,35,67,
R. Cierzniak,Radosław Cierzniak,36,67,
L. Ridgewell,Liam Ridgewell,34,67,
M. Jakobsen,Michael Jakobsen,33,67,
S. Cuthbert,Scott Cuthbert,32,67,
R. Martin,Russell Martin,33,67,
Biel Ribas,Gabriel Ribas Ródenas,33,67,
J. Vaughan,James Vaughan,30,67,
M. Troiano,Michele Troiano,34,67,
T. Tzimopoulos,Themistoklis Tzimopoulos,33,67,
C. Maguire,Chris Maguire,30,67,
I. Bandalovski,Ivan Bandalovski,32,67,
J. Fojut,Jarosław Fojut,31,67,
M. Compper,Marvin Compper,34,67,
F. Piovaccari,Federico Piovaccari,34,67,
J. Parr,Jonathan Parr,30,67,
S. Schuppan,Sebastian Schuppan,32,67,
A. Lithgow,Alan Lithgow,31,67,
S. Aresti,Simone Aresti,33,67,
R. Perticone,Romano Perticone,32,67,
M. Lumb,Michael Lumb,31,67,
B. Pitman,Brett Pitman,31,67,
R. López,Rodrigo López Alvarez,32,67,
Y. Konno,今野 泰幸,36,67,
K. McFadzean,Kyle John McFadzean,32,67,
S. Quinn,Stephen Quinn,33,67,
N. Eardley,Neal  Eardley,30,67,
S. Baldock,Sam Baldock,30,67,
L. Akins,Lucas Akins,30,67,
S. Eastwood,Simon Eastwood,30,67,
J. Mousinho,John Mousinho,33,67,
D. Ferreira,David Arturo Ferreira Rico,39,67,
C. Canío,Cristian Eduardo Canío Manosalva,38,67,
R. Strauß,Robert Strauß,32,67,
D. Furman,Dean Furman,31,67,
G. Roberts,Gary Roberts,35,67,
S. Fürstner,Stephan Fürstner,31,67,
M. Costanzo,Moreno Costanzo,31,67,
L. Scaglia,Luigi Alberto Scaglia,32,67,
S. Pontdemé,Simon Pontdemé,31,67,
K. Luijckx,Kees Luijckx,33,67,
A. Piccolo,Antonio Piccolo,31,67,
S. Jamieson,Scott Jamieson,30,67,
A. Nouri,Amin Nouri,29,67,
J. Martínez,José Joaquín Martínez Valadez,32,67,
Iriome,Iriome González González,32,67,
L. Broxham,Leigh Broxham,31,67,
N. Gerzić,Nordin Gerzić,35,67,
P. Bengtsson,Pierre Bengtsson,31,67,
A. Landgren,Andreas Landgren,30,67,
F. Bellugou,François Bellugou,32,67,
Qin Sheng,秦升,32,67,
Zheng Long,郑龙,31,67,
E. Knudtzon,Erling Knudtzon,30,67,
J. Jones,Jamie Jones,30,67,
Cheng Yuelei,程月磊,31,67,
K. Agard,Kieran Agard,29,67,
K. Pearce,Krystian Pearce,29,67,
M. Keita,Muhamed Keita,28,67,
T. Elliott,Tom Elliott,28,67,
S. Wüthrich,Sébastien Wüthrich,29,67,
K. Engel,Konstantin Engel,30,67,
L. Königshofer,Lukas Königshofer,30,67,
M. de Luna,Mario Humberto De Luna Saucedo,31,67,
J. Thomassen,Joachim Thomassen,31,67,
J. Kalla,Jan-Philipp Kalla,32,67,
L. Daniels,Luke Daniels,31,67,
C. Martin,Chris Martin,30,67,
D. Vega,Mario Daniel Vega,35,67,
A. Lukimya,Assani Lukimya-Mulongoti,33,67,
T. Høiland,Tommy Høiland,30,67,
C. Evans,Ched Evans,30,67,
F. Monzón,Luciano Fabián Monzón,32,67,
S. Salinas,Shea Salinas,33,67,
Gu Cao,顾操,31,67,
I. Jiménez,Israel Sabdi Jiménez Nañez,29,67,
Eduardo Neto,Eduardo da Silva Nascimento Neto,30,67,
G. Corral,George Ulises Corral Ang,28,67,
E. Kujović,Emir Kujović,31,67,
M. Peškovič,Michal Peškovič,37,67,
K. Yoda,Abdoul Karim Yoda,30,67,
O. Kittner,Ole Kittner,31,67,
M. Pietrowski,Marcin Pietrowski,31,67,
A. Nuhiu,Atdhe Nuhiu,29,67,
Sandaza,Francisco José Sandaza Asensio,34,67,
R. Söder,Robin Söder,28,67,
M. Bruscagin,Matteo Bruscagin,29,67,
Z. Ondrášek,Zdeněk Ondrášek,30,67,
F. Di Tacchio,Francesco Di Tacchio,29,67,
C. Noone,Craig Noone,31,67,
L. Gassama,Lamine Gassama,29,67,
K. Çelikay,Korcan Çelikay,31,67,
Hugo Fraile,Hugo Fraile Martín,32,67,
M. Janota,Michał Janota,28,67,
Adaílton,Adaílton dos Santos da Silva,28,67,
N. Gorobsov,Nicolás Martín Gorobsov,29,67,
C. Pontius,Chris Pontius,31,67,
E. Castro,Elio Castro Guadarrama,30,67,
R. Lundström,Robert Lundström,29,67,
S. Kurata,仓田 秋,30,67,
T. Taguchi,田口 泰士,28,67,
H. Muath,Hassan Muath Fallatah,33,67,
A. Al Khaibari,Abdulmalek Abdullah Al Khaibri,33,67,
H. Milić,Hrvoje Milić,30,67,
E. Friberg,Erik Friberg,33,67,
M. Jurman,Matthew Jurman,29,67,
V. Lundberg,Viktor Lundberg,28,67,
A. Taugourdeau,Anthony Michel Taugourdeau,30,67,
M. Davidson,Murray Davidson,31,67,
S. Ferguson,Shane Ferguson,27,67,
N. Thompson,Nathan Thompson,28,67,
G. Merebashvili,Giorgi Merebashvili,32,67,
P. Schönfeld,Patrick Schönfeld,30,67,
B. Shuttleworth,Bobby Shuttleworth,32,67,
T. Schrammel,Thomas Schrammel,31,67,
S. Mielitz,Sebastian Mielitz,29,67,
Romário,Romário Pereira Sipião,33,67,
F. Berenguer,Florin Berenguer,30,67,
P. Souaré,Pape  N'Diaye Souaré,29,67,
Zequinha,José Egas dos Santos Branco,32,67,
T. Deric,Tyler Deric,30,67,
C. Groß,Christian Groß,30,67,
Bruno Monteiro,Bruno André Freitas Monteiro,34,67,
B. Kee,Billy Kee,28,67,
A. Soiledis,Aristidis Soiledis,28,67,
M. Grün,Max Grün,32,67,
Airam,Airam López Cabrera,31,67,
D. Lévêque,Dorian Lévêque,29,67,
A. Uludağ,Alper Uludağ,28,67,
S. Moore,Simon Moore,29,67,
J. Tinhan,Jonathan Tinhan,30,67,
R. Grange,Romain Grange,30,67,
K. Kanak,Kaan Kanak,28,67,
S. Winnall,Sam Winnall,28,67,
A. Mathlouthi,Aymen Mathlouthi,34,67,
H. Martínez,Hans Martínez,32,67,
B. García,Boniek García,34,67,
A. Bassoli,Alessandro Bassoli,29,67,
L. Vilsvik,Lars Vilsvik,30,67,
Y. Al Mosailem,Yasser Abdullah Al Mosailem,35,67,
A. Straith,Adam Straith,28,67,
E. O'Kane,Eunan O'Kane,28,67,
J. Lacerda,Jonathan Leonardo Lacerda Araújo,32,67,
S. Makienok,Simon Makienok Christoffersen,28,67,
M. van der Maarel,Mark van der Maarel,29,67,
L. Marín,Leandro Lucas Marín,27,67,
A. Calisir,André Calisir,29,67,
I. Franjić,Ivan Franjić,31,67,
L. Palmer,Liam Palmer,27,67,
S. Ciss,Saliou Ciss,30,67,
R. Bocalon,Riccardo Bocalon,30,67,
M. Jonckheere,Michiel Jonckheere,29,67,
E. Borelli,Eder Nicolás Borelli Cap,28,67,
R. Holmes,Ricky Holmes,32,67,
C. Deac,Ciprian Ioan Deac,33,67,
J. Lauridsen,Jesper Alkærsig Lauridsen,28,67,
L. Gikiewicz,Łukasz Gikiewicz,31,67,
M. te Vrede,Mitchell te Vrede,27,67,
M. Makuszewski,Maciej Makuszewski,29,67,
V. Eicher,Vitus Eicher,28,67,
Nam Joon Jae,남준재 南君宰,31,67,
R. Smallwood,Richard Smallwood,28,67,
J. Morris,Josh Morris,27,67,
A. Crawford,Ali Crawford,27,67,
S. Schipplock,Sven Schipplock,30,67,
N. Dumitru,Nicolao Dumitru,27,67,
N. Helenius,Nicklas Helenius,28,67,
A. Iacobucci,Alessandro Iacobucci,28,67,
Pardo,José Antonio Pardo Lucas,31,67,
S. D'Elia,Salvatore D'Elia,30,67,
J. Attinella,Jeff Attinella,30,67,
L. Arias,Luis Carlos Arias Cardona,34,67,
M. Boxall,Michael Boxall,30,67,
H. Jimenez,Héctor Jiménez,30,67,
Hernán,Hernán Daniel Santana Trujillo,28,67,
C. Râpă,Cornel Râpă,29,67,
Park Jin Po,박진포 朴珍铺,31,67,
Sin Se Gye,신세계 申西桂,28,67,
Noguera,Alberto Noguera Ripoll,29,67,
Héctor,Héctor Hernández Ortega,28,67,
B. Halloran,Benjamin Halloran,27,67,
A. Tighadouini,Adnane Tighadouini,26,67,
M. Fetsch,Mathias Fetsch,30,67,
L. Bangoura,Alhassane Bangoura,27,67,
J. Skalák,Jiří Skalák,27,67,
Gerard Badía,Gerard Badía Cortés,29,67,
A. Montalto,Adriano Montalto,31,67,
Xavi Molina,Francesc Xavier Molina Arias,32,67,
Cerrajería,Galder Cerrajería López,30,67,
S. Elbers,Stanley Elbers,27,67,
Y. Toutouh,Youssef Toutouh,26,67,
W. Kamavuaka,Wilson Kamavuaka,29,67,
M. Pušić,Martin Pušić,31,67,
Tekio,Sergio Blázquez Sánchez,28,67,
E. Bush,Evan Bush,33,67,
L. Silva,Luis Silva,30,67,
N. DeLeon,Nick DeLeon,28,67,
S. Thesker,Stefan Thesker,28,67,
M. Lieder,Mart Lieder,29,67,
M. Saeid,Mohammed Saeid,28,67,
Choi Sung Geun,최성근 崔圣根,27,67,
F. Brillant,Frédéric Brillant,34,67,
H. Bahebri,Hattan Bahebri,26,67,
Samuel,Samuel Rosa Gonçalves,28,67,
R. Thelander,Rasmus Thelander,27,67,
A. Al Mayoof,Abdullah Al Mayoof,32,67,
M. Al Harbi,Mansour Al Harbi,31,67,
M. Jahfali,Mohammed Jahfali,28,67,
M. Asiri,Muhannad Asiri,32,67,
P. Paye,Pape Paye,29,67,
M. Dos Santos,Mauro Dos Santos,29,67,
L. Gallegos,Luis Felipe Gallegos,27,67,
Cassiano,Cassiano Dias Moreira,30,67,
M. Starke,Manfred Starke,28,67,
D. Nazarov,Dimitrij Nazarov,29,67,
M. Welzmüller,Maximilian Welzmüller,29,67,
M. Thiel,Maximilian Thiel,26,67,
S. Lex,Stefan Lex,29,67,
A. Jovanović,Aleksandar Jovanović,29,67,
J. Ring,Jonathan Ring,27,67,
D. Vallejos,Diego Vallejos,29,67,
Welinton Júnior,Welinton Júnior Ferreira dos Santos,26,67,
V. Giraldo,Víctor Hugo Giraldo López,33,67,
E. Farias,Eduardo Ignacio Farías Diaz,30,67,
Alcatraz,Gilberto García Olarte,32,67,
C. Arias,César Augusto Arias Moros,31,67,
F. Rodríguez,Francisco Javier Rodríguez Ibarra,32,67,
L. Ruiz,Luis Carlos Ruiz Morales,32,67,
A. Acevedo,Albert Alejandro Acevedo Vergara,36,67,
J. Aguirre,Jorge Andrés Aguirre Restrepo,32,67,
A. Barrios,Augusto Barrios,28,67,
S. Jaime,Sebastián Óscar Jaime,32,67,
M. Donoso,Jorge Matías Donoso Garate,32,67,
F. Godoy,Fernando Godoy,29,67,
G. Voboril,Germán Voboril,32,67,
C. Díaz,Cristian Díaz,30,67,
R. Naranjo,Rodrigo Naranjo,39,67,
M. Zenteno,Mauricio Zenteno,35,67,
A. Vlad,Alexandru Vlad,29,67,
D. Díaz,Diego Díaz,33,67,
A. Imperiale,Andrés Imperiale,32,67,
H. Berríos,Héctor Berríos,32,67,
K. Azamoum,Karim Azamoum,29,67,
F. Kaufmann,Fabio Kaufmann,26,67,
J. Kauko,Joni Kauko,28,67,
M. Sušić,Mateo Sušić,28,67,
R. Rodriguez,Roberto Rodriguez,28,67,
A. Sušac,Adam Sušac,30,67,
D. Bejarano,Diego Bejarano Ibañez,27,67,
Sandro Lima,Sandro César Cordovil de Lima,28,67,
A. Doukha,Azzeddine Doukha,32,67,
J. Gómez,Juan Pablo Gómez Vidal,28,67,
F. Ben Youssef,Fakhereedine Ben Youssef,28,67,
Avto,Avtandil Ebralidze,27,67,
M. Azira,Micheal Azira,31,67,
W. Francis,Waylon Francis,28,67,
C. Ramírez,Carlos Andrés Ramírez Aguirre,31,67,
A. Vargas,Armando Junior Vargas Morales,30,67,
S. Nilsen,Sivert Heltne Nilsen,27,67,
D. Lovitz,Daniel Lovitz,27,67,
Piao Cheng,朴成,29,67,
M. Mirahmetjan,木热合买提江·莫扎帕,28,67,
Jin Jingdao,金敬道,27,67,
K. Fisker,Kasper Fisker Jensen,31,67,
T. Hamed,Tarek Hamed,30,67,
Bai Jiajun,柏佳俊,28,67,
J. Hergault,Jérôme Hergault,33,67,
I. Depe,İlhan Depe,26,67,
G. Stewart,Greg Stewart,29,67,
O. Salinas,Oscar Fernando Salinas Aguilar,31,67,
J. Huentelaf,José Huentelaf,30,67,
C. Psyché,Christophe Psyché,30,67,
S. Aškovski,Stefan Aškovski,27,67,
G. Gutiérrez,Germán Andrés Gutiérrez Henao,29,67,
M. Šitum,Mario Šitum,27,67,
Lu Wenjun,吕文君,30,67,
V. Achim,Vlad Achim,30,67,
S. Živec,Saša Živec,28,67,
E. Käck,Elliot Käck,29,67,
G. Ávalos,Gabriel Ávalos,28,67,
R. Noya,Rodrigo Javier Noya García,29,67,
M. Escudero,Matías Andrés Escudero,30,67,
D. Gómez,David Alejandro Gómez Rojas,31,67,
Oh Seung Hoon,오승훈 吴舜洪,31,67,
D. Cardoso,Daniel Cardoso,30,67,
M. Alphonse,Mickaël Alphonse,29,67,
S. Aytaç,Sakıb Aytaç,27,67,
L. Memela,Amigo Luvuyo Memela,31,67,
Campillo,Antonio Campillo Medina,28,67,
David Rocha,David Mateos Rocha,34,67,
A. Nalini,Andrea Nalini,29,67,
M. Bagayoko,Mamadou Bagayoko,29,67,
T. D'Orazio,Tommaso D'Orazio,29,67,
Fepe Avedo,Felipe Melvin Azevedo Lima,31,67,
Mateus Tangil,Mateus Bernardo Tangil Melo,31,67,
Traeira Lopes,Filipe Vicente Traeira Lopes,27,67,
Claytisco Branco,Daniel Clayton Branco Julião,35,67,
Chris Farminhão,Chris Antônio Farminhão Dias,35,67,
Welson Leima,Welson Emílio Leima Garcia,35,67,
Renan Tojeiras,Renan Lorenzo Tojeiras Sampaio,35,67,
Nuno Cedrim,Nuno Caio Cedrim Feitosa,27,67,
Estevãtinho,Estevão Danilo Rios Chiamulera,27,67,
Gustavo Pastinho,Gustavo Patrick Pastor Pombo,27,67,
Míchel Zabaco,Miguel Zabaco Tomé,30,67,
Rafael de Aseiro,Rafael Simão de Aseiro Vieira,27,67,
Kaio Aldair,Kaio Jesus Aldair Porto,27,67,
Breno Laranjeiro,Breno Vicente Laranjeiro Rosan,31,67,
Melvin Regalito,Melvin Luan Regalo Sousa,27,67,
Wilsson Rosito,Wilson Allan Rosan Dourado,35,67,
F. Mercado,Feiver Mercado,29,67,
J. Viveros,Jhonier Viveros Díaz,27,67,
F. Bejan,Florin Bejan,28,67,
T. Ugajin,宇賀神 友弥,31,67,
T. Aoki,青木 拓矢,29,67,
T. Takagi,髙木 俊幸,28,67,
H. Mita,三田 啓貴,28,67,
Ramon Lopes,Ramon Lopes de Freitas,29,67,
T. Hayashi,林 卓人,36,67,
H. Fujiharu,滕春 广輝,30,67,
K. Omori,大森 晃太郎,27,67,
S. Nagasawa,長泽 骏,30,67,
Y. Yoshida,吉田 豐,29,67,
Y. Maruyama,丸山 祐市,30,67,
D. Nishi,西 大伍,31,67,
A. Nakamura,中村 充孝,28,67,
N. Fujita,藤田 直之,32,67,
K. Taketomi,武富 孝介,28,67,
A. Mbekile,Asavela Mbekile,32,67,
F. Saucedo,Fernando Saucedo,29,67,
Ricardo Alves,Ricardo Miguel Martins Alves,28,67,
Tomás Nuninho,Tomás Nicolas Nuninho Alfaro,35,67,
Welliton Helmes,Welliton Edson Helmes Junqueira,31,67,
J. Christjansen,Jesper Christjansen,31,67,
G. Mastinu,Giuseppe Mastinu,27,67,
Fred Soidares,Fred Kauê Soidares Lima,35,67,
Frederico Rendel,Frederico Luis Rendel Barreto,31,67,
Alex Doneiro,Alex Charles Doneiro Gomes,31,67,
Claudio Silbeiro,Claudio Ever Silbeiro Martins,35,67,
Venanzio Meirás,Venanzio Luis Meirás Correia,31,67,
Vinícius,Paulo Vinícius Souza dos Santos,29,67,
J. Opoku,Johnatan Opoku,29,67,
M. Heider,Marc Heider,33,67,
P. Herrmann,Patrick Herrmann,31,67,
C. Andriamahitsinoro,Charles Carolus Andriamahitsinoro,29,67,
O. Dytyatev,Oleksiy Dytyatev,30,67,
T. Gjertsen,Torgil Gjertsen,27,67,
O. Sangante,Opa Sangante,28,67,
J. Sandoval,Jonathan Alexis Sandoval Rojas,32,67,
S. Jovanović,Saša Jovanović,27,67,
R. Blanco,Ricardo Darío Blanco,29,67,
X. Mlambo,Xola Mlambo,28,67,
F. Pereyra,Federico Hernán Pereyra,30,67,
A. Turgeman,Alon Turgeman,28,67,
K. Behrens,Kevin Behrens,28,67,
Romera,José Antonio Romera Navarro,31,67,
